ID,Bank branch,Funding type,Funding classification,Customer sector,Funding value,Installement value,Exchange date,Gender,Age,Social status,Special needs,Family members,Saving loan,Income
2236,Tabuk,Social,Marriage,NULL,60000,< 1000,2019/03,Male,>= 30,Married,No,>= 02,No,>= 10000
2237,Tabuk,Social,Marriage,NULL,60000,< 1000,2019/03,Male,>= 30,Married,No,>= 02,No,< 5000
2238,Tabuk,Social,Marriage,Government employee,42000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
2239,Tabuk,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 5000
2240,Tabuk,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
2241,Tabuk,Social,Marriage,Government employee,30000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
2242,Tabuk,Transfer,Taxi cab,NULL,99935,>= 1000,2019/02,Male,< 30,Single,No,< 02,No,>= 7500
2243,Tabuk,Transfer,Taxi cab,NULL,99935,>= 1000,2019/02,Male,< 30,Single,No,< 02,No,< 5000
2244,Tabuk,Social,Marriage,Government employee,24000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
2245,Tabuk,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 05,No,>= 5000
2246,Tabuk,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 7500
2247,Tabuk,Social,Marriage,Government employee,30000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
2248,Tabuk,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
2249,Tabuk,Project,Emerging,NULL,233000,>= 1000,2019/03,Male,< 30,Single,No,< 02,No,< 5000
2250,Tabuk,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 5000
2251,Tabuk,Social,Marriage,Government employee,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 7500
2252,Tabuk,Social,Marriage,Private sector employee,60000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 5000
2253,Tabuk,Social,Marriage,Private sector employee,60000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 5000
2254,Tabuk,Social,Marriage,Private sector employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
2255,Tabuk,Social,Marriage,Private sector employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,< 5000
2256,Al Qurayyat,Social,Family,Government employee,60000,>= 1000,2019/02,Male,>= 30,Divorced,No,>= 02,No,>= 5000
2257,Tabuk,Social,Marriage,Government employee,18000,< 1000,2019/01,Male,>= 30,Married,No,>= 02,No,>= 7500
2258,Tabuk,Social,Marriage,Government employee,36000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 7500
2259,Tabuk,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
2260,Tabuk,Transfer,Taxi cab,NULL,77360,>= 1000,2019/02,Male,< 30,Single,No,,No,
2261,Tabuk,Transfer,Taxi cab,NULL,77360,>= 1000,2019/02,Male,< 30,Single,No,,No,>= 10000
2262,Tabuk,Social,Marriage,Government employee,18000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
2263,Tabuk,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
2264,Tabuk,Project,Emerging,NULL,90000,< 1000,2019/02,Female,< 30,Married,No,< 02,No,< 5000
2265,Tabuk,Social,Family,NULL,60000,>= 1000,2019/02,Female,>= 60,Widow,No,>= 05,No,< 5000
2266,Tabuk,Social,Family,NULL,60000,>= 1000,2019/02,Female,>= 60,Widow,No,>= 05,No,>= 5000
2267,Tabuk,Project,Emerging,NULL,149000,>= 1000,2019/02,Female,< 30,Married,No,< 02,No,< 5000
2268,Riyadh,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
2269,Riyadh,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
2270,Tabuk,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
2271,Tabuk,Social,Family,NULL,24000,< 1000,2019/02,Female,>= 40,Widow,No,>= 02,No,< 5000
2272,Tabuk,Social,Family,NULL,24000,< 1000,2019/02,Female,>= 40,Widow,No,>= 02,No,>= 10000
2273,Tabuk,Social,Family,Government employee,60000,>= 1000,2019/01,Male,>= 30,Married,No,>= 05,No,>= 7500
2274,Tabuk,Social,Family,NULL,60000,< 1000,2019/01,Male,>= 60,Married,No,>= 10,No,>= 7500
2275,Riyadh,Social,Family,NULL,36000,< 1000,2019/01,Female,>= 40,Divorced,No,>= 02,No,< 5000
2276,Riyadh,Social,Family,NULL,36000,< 1000,2019/01,Female,>= 40,Divorced,No,>= 02,No,>= 7500
2277,Jeddah,Social,Family,Government retired,36000,< 1000,2019/02,Male,>= 60,Married,No,>= 02,No,>= 10000
2278,Jeddah,Social,Family,Government retired,36000,< 1000,2019/02,Male,>= 60,Married,No,>= 02,No,< 5000
2279,Tabuk,Social,Family,Government retired,60000,< 1000,2019/01,Male,>= 40,Married,No,>= 05,No,>= 10000
2280,Tabuk,Social,Family,Government retired,60000,< 1000,2019/01,Male,>= 40,Married,No,>= 05,No,< 5000
2281,Al Qurayyat,Social,Marriage,NULL,60000,>= 1000,2019/03,Male,>= 30,Married,No,>= 02,No,>= 10000
2282,Al Qurayyat,Social,Marriage,NULL,60000,>= 1000,2019/03,Male,>= 30,Married,No,>= 02,No,< 5000
2283,Al Qurayyat,Social,Marriage,NULL,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,< 5000
2284,Al Qurayyat,Social,Marriage,NULL,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
2285,Medina,Social,Marriage,Government employee,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,Yes,>= 7500
2286,Tabuk,Social,Marriage,Government employee,60000,>= 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 5000
2287,Al Qurayyat,Social,Marriage,Government employee,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 5000
2288,Al Qurayyat,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
2289,Tabuk,Social,Family,Government retired,60000,< 1000,2019/03,Male,>= 40,Married,No,>= 05,No,>= 7500
2290,Tabuk,Social,Family,Government retired,60000,< 1000,2019/03,Male,>= 40,Married,No,>= 05,No,>= 7500
2291,Al Qurayyat,Social,Marriage,Government employee,60000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
2292,Al Qurayyat,Social,Marriage,Government employee,24000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
2293,Al Qurayyat,Social,Marriage,Government employee,24000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
2294,Al Qurayyat,Project,Solution,NULL,148000,>= 1000,2019/02,Female,>= 40,Married,No,< 02,No,< 5000
2295,Al Qurayyat,Social,Marriage,NULL,30000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,< 5000
2296,Al Qurayyat,Social,Marriage,NULL,30000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 10000
2297,Al Qurayyat,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
2298,Al Qurayyat,Social,Family,NULL,60000,< 1000,2019/01,Female,>= 30,Divorced,No,>= 02,No,>= 7500
2299,Al Qurayyat,Social,Family,NULL,60000,< 1000,2019/01,Female,>= 30,Divorced,No,>= 02,No,< 5000
2300,Al Qurayyat,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 7500
2301,Jeddah,Social,Family,Private sector employee,60000,>= 1000,2019/02,Male,>= 40,Married,No,>= 05,No,>= 5000
2302,Jeddah,Social,Family,Private sector employee,60000,>= 1000,2019/02,Male,>= 40,Married,No,>= 05,No,>= 7500
2303,Tabuk,Social,Family,NULL,24000,< 1000,2019/02,Male,>= 60,Married,No,>= 10,No,< 5000
2304,Tabuk,Social,Family,NULL,24000,< 1000,2019/02,Male,>= 60,Married,No,>= 10,No,>= 10000
2305,Al Qurayyat,Social,Marriage,Government employee,60000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
2306,Al Qurayyat,Social,Marriage,Government employee,60000,< 1000,2019/02,Male,>= 30,Married,No,>= 02,Yes,>= 7500
2307,Al Qurayyat,Social,Marriage,Government employee,42000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
2308,Al Qurayyat,Social,Marriage,Private sector employee,60000,>= 1000,2019/03,Male,< 30,Married,No,>= 02,No,< 5000
2309,Al Qurayyat,Social,Marriage,Private sector employee,60000,>= 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 10000
2310,Al Qurayyat,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
2311,Al Qurayyat,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
2312,Al Qurayyat,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,>= 30,Married,No,>= 02,No,>= 7500
2313,Al Qurayyat,Social,Family,NULL,42000,< 1000,2019/02,Female,>= 40,Widow,No,>= 05,No,< 5000
2314,Al Qurayyat,Social,Family,NULL,42000,< 1000,2019/02,Female,>= 40,Widow,No,>= 05,No,>= 10000
2315,Al Qurayyat,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
2316,Al Qurayyat,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 5000
2317,Al Qurayyat,Social,Marriage,NULL,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,< 5000
2318,Al Qurayyat,Social,Marriage,NULL,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 7500
2319,Al Qurayyat,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
2320,Al Qurayyat,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
2321,Al Qurayyat,Social,Marriage,NULL,60000,< 1000,2019/03,Male,>= 30,Married,No,>= 02,No,>= 10000
2322,Al Qurayyat,Social,Marriage,NULL,60000,< 1000,2019/03,Male,>= 30,Married,No,>= 02,No,< 5000
2323,Al Qurayyat,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,No,< 5000
2324,Al Qurayyat,Social,Family,NULL,60000,< 1000,2019/03,Female,< 30,Divorced,No,>= 02,No,< 5000
2325,Al Qurayyat,Social,Marriage,Government employee,60000,>= 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 5000
2326,Al Qurayyat,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
2327,Al Qurayyat,Social,Family,Government retired,60000,>= 1000,2019/02,Male,>= 40,Married,No,>= 10,No,
2328,Al Qurayyat,Social,Family,Government retired,60000,>= 1000,2019/02,Male,>= 40,Married,No,>= 10,No,>= 10000
2329,Al Qurayyat,Social,Marriage,NULL,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 10000
2330,Al Qurayyat,Social,Marriage,NULL,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,< 5000
2331,Al Qurayyat,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,No,< 5000
2332,Al Qurayyat,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 5000
2333,Al Qurayyat,Social,Marriage,Private sector employee,42000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
2334,Al Qurayyat,Social,Marriage,Private sector employee,42000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
2335,Al Qurayyat,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
2336,Riyadh,Project,Fresh graduate,Government employee,190000,>= 1000,2019/02,Female,>= 40,Married,No,< 02,No,< 5000
2337,Riyadh,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,>= 30,Married,No,>= 02,No,>= 7500
2338,Al Qurayyat,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
2339,Al Qurayyat,Social,Marriage,NULL,42000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,< 5000
2340,Al Qurayyat,Social,Marriage,NULL,42000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 7500
2341,Al Qurayyat,Social,Marriage,Government employee,48000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
2342,Al Qurayyat,Social,Marriage,Government employee,60000,>= 1000,2019/03,Male,< 30,Married,No,>= 02,No,< 5000
2343,Al Qurayyat,Social,Family,NULL,54000,< 1000,2019/01,Female,>= 40,Widow,No,>= 10,No,>= 10000
2344,Al Qurayyat,Social,Family,NULL,54000,< 1000,2019/01,Female,>= 40,Widow,No,>= 10,No,< 5000
2345,Taif,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 7500
2346,Tabuk,Social,Marriage,Government employee,42000,< 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 7500
2347,Al Qurayyat,Social,Marriage,NULL,60000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,< 5000
2348,Al Qurayyat,Social,Marriage,NULL,60000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 10000
2349,Al Qurayyat,Social,Marriage,Government employee,36000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
2350,Al Qurayyat,Social,Marriage,NULL,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,< 5000
2351,Al Qurayyat,Social,Marriage,NULL,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 5000
2352,Al Qurayyat,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
2353,Al Qurayyat,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 5000
2354,Al Qurayyat,Social,Marriage,NULL,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 10000
2355,Al Qurayyat,Social,Marriage,NULL,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,< 5000
2356,Al Qurayyat,Social,Marriage,NULL,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,< 5000
2357,Al Qurayyat,Social,Marriage,NULL,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 7500
2358,Al Qurayyat,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 7500
2359,Al Qurayyat,Project,Solution,NULL,104000,>= 1000,2019/03,Female,< 30,Married,No,,No,
2360,Al Qurayyat,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 10000
2361,Al Qurayyat,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,No,< 5000
2362,Medina,Social,Family,NULL,60000,< 1000,2019/03,Female,>= 60,Widow,No,>= 02,No,>= 10000
2363,Medina,Social,Family,NULL,60000,< 1000,2019/03,Female,>= 60,Widow,No,>= 02,No,< 5000
2364,Al Qurayyat,Social,Family,NULL,60000,< 1000,2019/03,Female,< 30,Divorced,No,>= 02,No,>= 5000
2365,Al Qurayyat,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 5000
2366,Al Qurayyat,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 5000
2367,Al Qurayyat,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
2368,Al Qurayyat,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
2369,Al Qurayyat,Social,Marriage,NULL,60000,< 1000,2019/03,Male,>= 30,Married,No,>= 02,No,>= 7500
2370,Al Qurayyat,Social,Marriage,NULL,60000,< 1000,2019/03,Male,>= 30,Married,No,>= 02,No,< 5000
2371,Al Qurayyat,Project,Solution,NULL,137000,>= 1000,2019/01,Female,< 30,Single,No,< 02,No,< 5000
2372,Al Qurayyat,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 7500
2373,Al Qurayyat,Social,Family,NULL,60000,>= 1000,2019/01,Female,>= 60,Widow,No,>= 02,No,< 5000
2374,Al Qurayyat,Social,Family,NULL,60000,>= 1000,2019/01,Female,>= 60,Widow,No,>= 02,No,>= 7500
2375,Al Qurayyat,Social,Marriage,Government employee,60000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
2376,Al Qurayyat,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
2377,Al Qurayyat,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,>= 30,Married,No,>= 02,No,>= 7500
2378,Al Qurayyat,Project,Emerging,NULL,119000,>= 1000,2019/01,Female,< 30,Single,No,< 02,No,< 5000
2379,Tabuk,Social,Family,Government employee,60000,< 1000,2019/01,Male,>= 40,Married,No,>= 05,No,>= 7500
2380,Hail,Social,Renovation,Government retired,60000,>= 1000,2019/02,Male,>= 60,Married,No,>= 02,No,>= 10000
2381,Hail,Social,Renovation,Government retired,60000,>= 1000,2019/02,Male,>= 60,Married,No,>= 02,No,>= 7500
2382,Al Qurayyat,Social,Marriage,Government employee,60000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 10000
2383,Al Qurayyat,Social,Marriage,NULL,48000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,< 5000
2384,Al Qurayyat,Social,Marriage,NULL,48000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
2385,Al Qurayyat,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
2386,Al Qurayyat,Social,Marriage,Government employee,18000,< 1000,2019/01,Male,>= 30,Married,No,>= 02,No,>= 7500
2387,Al Qurayyat,Social,Marriage,NULL,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,< 5000
2388,Al Qurayyat,Social,Marriage,NULL,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 10000
2389,Riyadh,Social,Marriage,Private sector employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
2390,Riyadh,Social,Marriage,Private sector employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,< 5000
2391,Medina,Social,Marriage,Private sector employee,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,Yes,>= 10000
2392,Medina,Social,Marriage,Private sector employee,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,Yes,>= 7500
2393,Al Qurayyat,Social,Marriage,Government employee,60000,>= 1000,2019/03,Male,>= 30,Married,No,>= 02,No,>= 10000
2394,Tabuk,Social,Family,NULL,60000,>= 1000,2019/02,Male,>= 40,Married,No,>= 05,No,>= 10000
2395,Tabuk,Social,Family,NULL,60000,>= 1000,2019/02,Male,>= 40,Married,No,>= 05,No,< 5000
2396,Al Qurayyat,Social,Marriage,Private sector employee,42000,< 1000,2019/01,Male,>= 30,Married,No,>= 02,No,< 5000
2397,Al Qurayyat,Social,Marriage,Private sector employee,42000,< 1000,2019/01,Male,>= 30,Married,No,>= 02,No,>= 10000
2398,Al Qurayyat,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
2399,Al Qurayyat,Social,Family,NULL,60000,< 1000,2019/01,Female,>= 30,Divorced,No,>= 02,No,< 5000
2400,Al Qurayyat,Social,Family,NULL,60000,< 1000,2019/01,Female,>= 30,Divorced,No,>= 02,No,>= 7500
2401,Jeddah,Social,Family,Government employee,18000,< 1000,2019/02,Male,>= 40,Married,No,>= 05,No,>= 10000
2402,Al Qurayyat,Social,Marriage,Private sector employee,60000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 5000
2403,Al Qurayyat,Social,Marriage,Private sector employee,60000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
2404,Taif,Social,Family,NULL,60000,>= 1000,2019/02,Female,>= 40,Divorced,No,>= 02,Yes,>= 7500
2405,Taif,Social,Family,NULL,60000,>= 1000,2019/02,Female,>= 40,Divorced,No,>= 02,Yes,< 5000
2406,Riyadh,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 5000
2407,Riyadh,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 5000
2408,Tabuk,Social,Family,Government retired,18000,< 1000,2019/03,Male,>= 60,Married,No,>= 10,No,>= 10000
2409,Tabuk,Social,Family,Government retired,18000,< 1000,2019/03,Male,>= 60,Married,No,>= 10,No,< 5000
2410,Al Qurayyat,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
2411,Al Qurayyat,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
2412,Jeddah,Social,Family,Private sector employee,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 05,No,>= 10000
2413,Jeddah,Social,Family,Private sector employee,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 05,No,>= 5000
2414,Al Qurayyat,Social,Family,NULL,30000,< 1000,2019/03,Female,< 30,Divorced,No,>= 02,No,< 5000
2415,Al Qurayyat,Social,Family,NULL,30000,< 1000,2019/03,Female,< 30,Divorced,No,>= 02,No,>= 10000
2416,Al Qurayyat,Social,Marriage,NULL,60000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,< 5000
2417,Al Qurayyat,Social,Marriage,NULL,60000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
2418,Al Qurayyat,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
2419,Medina,Social,Family,NULL,60000,>= 1000,2019/02,Female,>= 40,Widow,No,>= 05,Yes,< 5000
2420,Medina,Social,Family,NULL,60000,>= 1000,2019/02,Female,>= 40,Widow,No,>= 05,Yes,>= 7500
2421,Taif,Social,Marriage,Government employee,18000,< 1000,2019/01,Male,>= 30,Married,No,>= 02,No,< 5000
2422,Jeddah,Social,Family,Private sector employee,60000,< 1000,2019/01,Male,>= 40,Married,No,>= 05,No,>= 5000
2423,Jeddah,Social,Family,Private sector employee,60000,< 1000,2019/01,Male,>= 40,Married,No,>= 05,No,>= 10000
2424,Al Qurayyat,Social,Marriage,NULL,60000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 10000
2425,Al Qurayyat,Social,Marriage,NULL,60000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,< 5000
2426,Hail,Project,Solution,NULL,100000,>= 1000,2019/01,Male,< 30,Single,No,< 02,No,< 5000
2427,Tabuk,Social,Family,NULL,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 05,No,>= 10000
2428,Tabuk,Social,Family,NULL,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 05,No,< 5000
2429,Medina,Social,Marriage,Government company employee,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 7500
2430,Al Qurayyat,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 5000
2431,Al Qurayyat,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 5000
2432,Tabuk,Social,Family,Government retired,60000,>= 1000,2019/02,Male,>= 60,Married,No,>= 05,No,< 5000
2433,Tabuk,Social,Family,Government retired,60000,>= 1000,2019/02,Male,>= 60,Married,No,>= 05,No,>= 10000
2434,Bisha,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,No,< 5000
2435,Al Qurayyat,Project,Emerging,NULL,275000,>= 1000,2019/02,Male,< 30,Married,No,,No,
2436,Jeddah,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,>= 30,Married,No,>= 02,No,>= 5000
2437,Al Qurayyat,Project,Emerging,NULL,161000,>= 1000,2019/01,Male,>= 30,Married,No,,No,
